0, 0, Header, 1, 1, 480
1, 0, Start_track
1, 0, Time_signature, 4, 2, 24, 8
1, 0, Tempo, 431654
1, 0, Key_signature, -5, "major"
1, 0, MIDI_port, 0
1, 0, Control_c, 0, 121, 0
1, 0, Program_c, 0, 0
1, 0, Control_c, 0, 7, 79
1, 0, Control_c, 0, 10, 64
1, 0, Control_c, 0, 91, 0
1, 0, Control_c, 0, 93, 0
1, 14880, Note_on_c, 0, 61, 64
1, 14993, Note_off_c, 0, 61, 0
1, 15000, Note_on_c, 0, 63, 64
1, 15113, Note_off_c, 0, 63, 0
1, 15120, Note_on_c, 0, 65, 64
1, 15347, Note_off_c, 0, 65, 0
1, 15360, Note_on_c, 0, 63, 64
1, 15815, Note_off_c, 0, 63, 0
1, 15840, Note_on_c, 0, 58, 64
1, 16523, Note_off_c, 0, 58, 0
1, 16560, Note_on_c, 0, 58, 64
1, 16787, Note_off_c, 0, 58, 0
1, 16800, Note_on_c, 0, 61, 64
1, 16913, Note_off_c, 0, 61, 0
1, 16920, Note_on_c, 0, 63, 64
1, 17033, Note_off_c, 0, 63, 0
1, 17040, Note_on_c, 0, 65, 64
1, 17267, Note_off_c, 0, 65, 0
1, 17280, Note_on_c, 0, 63, 64
1, 18647, Note_off_c, 0, 63, 0
1, 18720, Note_on_c, 0, 61, 64
1, 18833, Note_off_c, 0, 61, 0
1, 18840, Note_on_c, 0, 63, 64
1, 18953, Note_off_c, 0, 63, 0
1, 18960, Note_on_c, 0, 65, 64
1, 19187, Note_off_c, 0, 65, 0
1, 19200, Note_on_c, 0, 63, 64
1, 19655, Note_off_c, 0, 63, 0
1, 19680, Note_on_c, 0, 58, 64
1, 20363, Note_off_c, 0, 58, 0
1, 20400, Note_on_c, 0, 58, 64
1, 20627, Note_off_c, 0, 58, 0
1, 20640, Note_on_c, 0, 61, 64
1, 20753, Note_off_c, 0, 61, 0
1, 20760, Note_on_c, 0, 63, 64
1, 20873, Note_off_c, 0, 63, 0
1, 20880, Note_on_c, 0, 65, 64
1, 21107, Note_off_c, 0, 65, 0
1, 21120, Note_on_c, 0, 63, 64
1, 22487, Note_off_c, 0, 63, 0
1, 22560, Note_on_c, 0, 65, 64
1, 22673, Note_off_c, 0, 65, 0
1, 22680, Note_on_c, 0, 63, 64
1, 22793, Note_off_c, 0, 63, 0
1, 22800, Note_on_c, 0, 61, 64
