0, 0, Header, 1, 6, 480
1, 0, Start_track
1, 0, Time_signature, 4, 2, 24, 8
1, 0, Tempo, 731707
1, 0, Sequencer_specific, 33, 05, 0F, 12, 03, 03, 7F, 7F, 00, FF, 01, 04, 27, 53, 70, 65, 61, 6B, 65, 72, 73, 20, 28, 48, 69, 67, 68, 20, 44, 65, 66, 69, 6E, 69, 74, 69, 6F, 6E, 20, 41, 75, 64, 69, 6F, 20, 44, 65, 76, 69, 63, 65, 29
1, 0, Copyright_t, "By tawan.kokamcate.  Instrument change by ploatrifcus 12/7/14"
1, 0, Sequencer_specific, 0F, 05, 0F, 1C, 32, 30, 31, 34, 2E, 30, 39, 2E, 30, 38, 01, 03
1, 0, Sequencer_specific, 2A, 05, 0F, 2D, 4D, 69, 63, 72, 6F, 73, 6F, 66, 74, 20, 53, 61, 6E, 73, 20, 53, 65, 72, 69, 66, 2C, 38, 2E, 32, 35, 2C, 46, 61, 6C, 73, 65, 2C, 46, 61, 6C, 73, 65, 2C, 31
1, 178642, End_track
2, 0, Start_track
2, 0, Time_signature, 4, 2, 24, 8
2, 0, Sequencer_specific, 05, 05, 0F, 09, 48, 40
2, 0, Sequencer_specific, 0F, 05, 0F, 06, 47, 65, 6E, 65, 72, 61, 6C, 20, 4D, 49, 44, 49
2, 0, Program_name_t, "Lost stars\000"
2, 0, Device_name_t, "from ""Begin Again""\000"
2, 0, Key_signature, 0, "major"
2, 178642, End_track
3, 0, Start_track
3, 0, Sequencer_specific, 05, 05, 0F, 09, 08, 40
3, 0, Sequencer_specific, 0F, 05, 0F, 06, 47, 65, 6E, 65, 72, 61, 6C, 20, 4D, 49, 44, 49
3, 0, Program_c, 1, 71
3, 0, Control_c, 1, 7, 48
3, 12, Control_c, 1, 10, 64
3, 12, Control_c, 1, 91, 30
3, 12, Control_c, 1, 93, 30
3, 15360, Note_on_c, 1, 79, 80
3, 16804, Note_on_c, 1, 81, 80
3, 16804, Note_off_c, 1, 79, 0
3, 17284, Note_on_c, 1, 76, 80
3, 17284, Note_off_c, 1, 81, 0
3, 18724, Note_on_c, 1, 69, 80
3, 18724, Note_off_c, 1, 76, 0
3, 18964, Note_off_c, 1, 69, 0
3, 18966, Note_on_c, 1, 72, 80
3, 19085, Note_off_c, 1, 72, 0
3, 19086, Note_on_c, 1, 76, 80
3, 19445, Note_on_c, 1, 74, 80
3, 19445, Note_off_c, 1, 76, 0
3, 19565, Note_on_c, 1, 74, 80
3, 19565, Note_off_c, 1, 74, 0
3, 19803, Note_off_c, 1, 74, 0
3, 19805, Note_on_c, 1, 72, 80
3, 20044, Note_off_c, 1, 72, 0
3, 20046, Note_on_c, 1, 76, 80
3, 20404, Note_off_c, 1, 76, 0
3, 20406, Note_on_c, 1, 74, 80
3, 20524, Note_off_c, 1, 74, 0
3, 20526, Note_on_c, 1, 74, 80
3, 20763, Note_off_c, 1, 74, 0
3, 20766, Note_on_c, 1, 74, 80
3, 21125, Note_on_c, 1, 72, 80
3, 21125, Note_off_c, 1, 74, 0
3, 23045, Note_on_c, 1, 79, 80
3, 23045, Note_off_c, 1, 72, 0
3, 24485, Note_on_c, 1, 81, 80
3, 24485, Note_off_c, 1, 79, 0
3, 24964, Note_on_c, 1, 76, 80
3, 24964, Note_off_c, 1, 81, 0
3, 26884, Note_on_c, 1, 76, 80
3, 26884, Note_off_c, 1, 76, 0
3, 27124, Note_off_c, 1, 76, 0
3, 27126, Note_on_c, 1, 74, 80
3, 27244, Note_off_c, 1, 74, 0
3, 27246, Note_on_c, 1, 74, 80
3, 27605, Note_on_c, 1, 72, 80
3, 27605, Note_off_c, 1, 74, 0
3, 27725, Note_on_c, 1, 76, 80
3, 27725, Note_off_c, 1, 72, 0
3, 28085, Note_on_c, 1, 74, 80
3, 28085, Note_off_c, 1, 76, 0
