0, 0, Header, 1, 2, 480
1, 0, Start_track
1, 0, Time_signature, 4, 2, 24, 8
1, 0, Key_signature, -5, "major"
1, 0, Tempo, 428572
1, 0, Control_c, 0, 121, 0
1, 0, Program_c, 0, 0
1, 0, Control_c, 0, 7, 79
1, 0, Control_c, 0, 10, 64
1, 0, Control_c, 0, 91, 0
1, 0, Control_c, 0, 93, 0
1, 0, MIDI_port, 0
1, 0, Note_on_c, 0, 85, 49
1, 0, Note_on_c, 0, 94, 49
1, 455, Note_on_c, 0, 85, 0
1, 455, Note_on_c, 0, 94, 0
1, 480, Note_on_c, 0, 94, 49
1, 935, Note_on_c, 0, 94, 0
1, 960, Note_on_c, 0, 94, 49
1, 1187, Note_on_c, 0, 94, 0
1, 1200, Note_on_c, 0, 92, 49
1, 1427, Note_on_c, 0, 92, 0
1, 1440, Note_on_c, 0, 85, 49
1, 1440, Note_on_c, 0, 89, 49
1, 2807, Note_on_c, 0, 85, 0
1, 2807, Note_on_c, 0, 89, 0
1, 3120, Note_on_c, 0, 89, 49
1, 3347, Note_on_c, 0, 89, 0
1, 3360, Note_on_c, 0, 92, 49
1, 3587, Note_on_c, 0, 92, 0
1, 3600, Note_on_c, 0, 89, 49
1, 3827, Note_on_c, 0, 89, 0
1, 3840, Note_on_c, 0, 81, 49
1, 3840, Note_on_c, 0, 87, 49
1, 4295, Note_on_c, 0, 81, 0
1, 4295, Note_on_c, 0, 87, 0
1, 4320, Note_on_c, 0, 89, 49
1, 4775, Note_on_c, 0, 89, 0
1, 4800, Note_on_c, 0, 87, 49
1, 5027, Note_on_c, 0, 87, 0
1, 5040, Note_on_c, 0, 85, 49
1, 5267, Note_on_c, 0, 85, 0
1, 5280, Note_on_c, 0, 77, 49
1, 5280, Note_on_c, 0, 82, 49
1, 7103, Note_on_c, 0, 77, 0
1, 7103, Note_on_c, 0, 82, 0
1, 7200, Note_on_c, 0, 77, 49
1, 7427, Note_on_c, 0, 77, 0
1, 7440, Note_on_c, 0, 80, 49
1, 7667, Note_on_c, 0, 80, 0
1, 7680, Note_on_c, 0, 73, 49
1, 7680, Note_on_c, 0, 82, 49
1, 8135, Note_on_c, 0, 73, 0
1, 8135, Note_on_c, 0, 82, 0
1, 8160, Note_on_c, 0, 82, 49
1, 8615, Note_on_c, 0, 82, 0
1, 8640, Note_on_c, 0, 82, 49
1, 8867, Note_on_c, 0, 82, 0
1, 8880, Note_on_c, 0, 80, 49
1, 9107, Note_on_c, 0, 80, 0
1, 9120, Note_on_c, 0, 73, 49
1, 9120, Note_on_c, 0, 77, 49
1, 10487, Note_on_c, 0, 73, 0
1, 10487, Note_on_c, 0, 77, 0
1, 10800, Note_on_c, 0, 77, 49
1, 11027, Note_on_c, 0, 77, 0
1, 11040, Note_on_c, 0, 80, 49
1, 11267, Note_on_c, 0, 80, 0
1, 11280, Note_on_c, 0, 77, 49
1, 11507, Note_on_c, 0, 77, 0
1, 11520, Note_on_c, 0, 65, 49
1, 11520, Note_on_c, 0, 69, 49
1, 11975, Note_on_c, 0, 65, 0
1, 11975, Note_on_c, 0, 69, 0
1, 12000, Note_on_c, 0, 77, 49
1, 12455, Note_on_c, 0, 77, 0
1, 12480, Note_on_c, 0, 73, 49
1, 12707, Note_on_c, 0, 73, 0
1, 12720, Note_on_c, 0, 72, 49
1, 12947, Note_on_c, 0, 72, 0
1, 12960, Note_on_c, 0, 70, 49
1, 14783, Note_on_c, 0, 70, 0
1, 14880, Note_on_c, 0, 61, 64
1, 14993, Note_on_c, 0, 61, 0
1, 15000, Note_on_c, 0, 63, 64
1, 15113, Note_on_c, 0, 63, 0
1, 15120, Note_on_c, 0, 65, 64
1, 15347, Note_on_c, 0, 65, 0
1, 15360, Note_on_c, 0, 58, 64
1, 15360, Note_on_c, 0, 63, 64
1, 15815, Note_on_c, 0, 58, 0
1, 15815, Note_on_c, 0, 63, 0
1, 15840, Note_on_c, 0, 58, 64
1, 16523, Note_on_c, 0, 58, 0
1, 16560, Note_on_c, 0, 58, 64
1, 16787, Note_on_c, 0, 58, 0
1, 16800, Note_on_c, 0, 61, 64
1, 16913, Note_on_c, 0, 61, 0
1, 16920, Note_on_c, 0, 63, 64
1, 17033, Note_on_c, 0, 63, 0
1, 17040, Note_on_c, 0, 65, 64
1, 17267, Note_on_c, 0, 65, 0
1, 17280, Note_on_c, 0, 58, 64
1, 17280, Note_on_c, 0, 63, 64
1, 18647, Note_on_c, 0, 58, 0
1, 18647, Note_on_c, 0, 63, 0
1, 18720, Note_on_c, 0, 61, 64
1, 18833, Note_on_c, 0, 61, 0
1, 18840, Note_on_c, 0, 63, 64
1, 18953, Note_on_c, 0, 63, 0
1, 18960, Note_on_c, 0, 65, 64
1, 19187, Note_on_c, 0, 65, 0
1, 19200, Note_on_c, 0, 58, 64
1, 19200, Note_on_c, 0, 63, 64
1, 19655, Note_on_c, 0, 58, 0
1, 19655, Note_on_c, 0, 63, 0
1, 19680, Note_on_c, 0, 58, 64
1, 20363, Note_on_c, 0, 58, 0
1, 20400, Note_on_c, 0, 58, 64
1, 20627, Note_on_c, 0, 58, 0
1, 20640, Note_on_c, 0, 61, 64
1, 20753, Note_on_c, 0, 61, 0
1, 20760, Note_on_c, 0, 63, 64
1, 20873, Note_on_c, 0, 63, 0
1, 20880, Note_on_c, 0, 65, 64
1, 21107, Note_on_c, 0, 65, 0
1, 21120, Note_on_c, 0, 58, 64
1, 21120, Note_on_c, 0, 63, 64
1, 22487, Note_on_c, 0, 58, 0
1, 22487, Note_on_c, 0, 63, 0
1, 22560, Note_on_c, 0, 65, 64
1, 22673, Note_on_c, 0, 65, 0
1, 22680, Note_on_c, 0, 63, 64
1, 22793, Note_on_c, 0, 63, 0
1, 22800, Note_on_c, 0, 61, 64
1, 23027, Note_on_c, 0, 61, 0
1, 23040, Note_on_c, 0, 58, 64
1, 23040, Note_on_c, 0, 63, 64
